Customer ID,Age,Gender,City,Subscription Type,Monthly Spending,Tenure,Number of Purchases,Customer Support Requests,Login Frequency,Last Activity Date,Satisfaction Score,Churn Status
CUST00901,51,Female,Briantown,Premium,123.03,91,51,8,31,2025-09-03,3,Yes
CUST00902,62,Female,North Charlesstad,Standard,139.26,33,117,3,12,2026-01-09,2,Yes
CUST00903,63,Male,North Anneberg,Basic,1179.45,93,69,1,10,2025-08-20,8,No
CUST00904,50,Female,New Shannonbury,Premium,1148.23,58,128,11,8,2025-12-26,8,No
CUST00905,60,Female,Lake Crystal,Basic,570.96,14,84,8,47,2025-12-26,1,No
CUST00906,36,Female,Burtonmouth,Premium,137.96,98,153,19,25,2026-04-26,9,No
CUST00907,68,Female,Jeffreyton,Basic,56.53,3,156,4,50,2025-07-30,10,No
CUST00908,18,Male,East Erichaven,Standard,1932.97,17,47,16,53,2026-06-21,10,No
CUST00909,49,Female,Lake Lisa,Basic,349.86,43,98,8,30,2026-02-04,6,No
CUST00910,26,Female,North Lindaside,Standard,715.63,87,140,0,36,2026-04-07,2,Yes
CUST00911,43,Female,New Thomasberg,Premium,1228.36,30,154,12,27,2026-02-11,3,No
CUST00912,66,Female,East Krystal,Premium,1095.3,22,195,5,1,2026-01-03,1,No
CUST00913,44,Male,Port Davidborough,Standard,348.3,27,93,16,3,2025-08-27,9,Yes
CUST00914,71,Male,New Brittany,Premium,33.63,88,191,3,20,2026-06-17,7,No
CUST00915,41,Male,South Sheilaport,Standard,1210.89,12,54,18,58,2026-02-03,1,No
CUST00916,59,Male,Lake Christine,Premium,109.22,55,34,14,33,2025-10-29,5,No
CUST00917,30,Female,Tateton,Standard,1099.57,68,120,4,31,2025-09-04,2,Yes
CUST00918,66,Male,Port Lawrenceport,Premium,539.05,51,80,6,31,2025-10-27,4,Yes
CUST00919,27,Male,Jonesbury,Premium,1458.35,79,72,4,22,2026-01-10,10,No
CUST00920,29,Male,New Nicholas,Basic,1076.27,29,52,4,17,2026-03-30,5,No
CUST00921,48,Male,Joshuafort,Standard,1248.4,64,190,7,57,2025-09-14,7,No
CUST00922,29,Male,South Alex,Basic,464.37,2,30,12,44,2025-07-01,8,No
CUST00923,44,Male,Crystalborough,Standard,1932.45,71,90,16,37,2025-07-03,8,No
CUST00924,66,Female,Millerport,Standard,784.19,89,177,18,23,2026-04-14,6,No
CUST00925,32,Female,Lake Michelle,Premium,527.2,52,148,5,39,2026-03-07,5,Yes
CUST00926,62,Male,South Kaylaside,Basic,969.19,53,155,15,57,2026-04-10,8,No
CUST00927,67,Male,Joshualand,Basic,686.02,105,184,7,48,2025-12-24,8,Yes
CUST00928,61,Female,South James,Premium,158.81,36,179,4,37,2025-10-17,2,No
CUST00929,68,Male,West Adrian,Basic,683.19,7,69,1,13,2025-09-03,8,No
CUST00930,53,Male,Lake Kaitlynfort,Premium,32.32,33,172,3,51,2025-09-06,2,No
CUST00931,20,Male,Travismouth,Basic,1221.51,82,90,13,8,2026-06-20,6,Yes
CUST00932,58,Female,West Jeffrey,Standard,188.78,107,156,18,59,2026-02-07,10,No
CUST00933,25,Female,Alyssashire,Premium,1869.11,106,186,0,42,2025-10-09,3,Yes
CUST00934,33,Male,Bensonview,Basic,1205.28,18,120,3,46,2025-06-24,3,No
CUST00935,21,Female,South William,Basic,1267.29,71,148,17,52,2025-07-03,10,No
CUST00936,70,Female,New Kennethmouth,Basic,325.45,4,129,19,52,2026-03-15,8,No
CUST00937,35,Male,Loritown,Basic,859.91,3,147,4,25,2026-01-21,8,No
CUST00938,70,Male,Davischester,Premium,1269.35,115,36,20,56,2025-08-06,4,No
CUST00939,59,Female,North Lori,Basic,1481.04,101,59,9,7,2026-05-30,10,Yes
CUST00940,22,Male,East Joseph,Premium,838.62,38,75,15,12,2025-11-01,1,Yes
CUST00941,68,Male,Carolineburgh,Standard,520.49,118,44,5,55,2025-10-29,8,No
CUST00942,58,Male,Lake Christine,Basic,467.99,48,197,20,10,2025-10-22,3,Yes
CUST00943,53,Female,South Nathanburgh,Standard,626.68,90,0,0,58,2026-04-04,6,Yes
CUST00944,74,Female,Lake Vanessa,Basic,1483.9,31,134,10,22,2026-05-06,9,Yes
CUST00945,51,Male,Nathanview,Premium,748.07,18,75,3,22,2026-03-12,2,No
CUST00946,36,Male,Franktown,Premium,1351.95,45,147,9,18,2025-08-24,7,No
CUST00947,31,Female,Mollyport,Premium,689.04,73,33,7,40,2025-08-22,2,Yes
CUST00948,26,Male,Moseston,Premium,850.08,30,140,3,0,2026-06-05,8,No
CUST00949,62,Female,East Patricialand,Basic,1564.64,30,166,0,52,2026-01-24,2,No
CUST00950,71,Female,Port Andre,Standard,1370.79,59,153,14,38,2026-02-11,3,Yes
CUST00951,54,Male,Grayville,Premium,1816.6,18,184,10,29,2026-04-21,3,Yes
CUST00952,59,Female,Perezborough,Basic,1413.23,98,194,16,25,2026-03-16,9,Yes
CUST00953,51,Female,Charlesborough,Standard,1597.56,114,58,8,31,2026-02-12,4,Yes
CUST00954,36,Male,Roberthaven,Standard,510.31,103,87,7,38,2025-06-21,7,No
CUST00955,24,Female,Johnborough,Basic,1316.79,61,69,19,18,2025-09-29,10,No
CUST00956,26,Female,Charleneberg,Basic,1076.49,102,120,20,51,2026-04-22,2,Yes
CUST00957,59,Male,West Joseph,Standard,489.71,117,81,20,15,2026-01-29,2,Yes
CUST00958,22,Female,South Jennifer,Basic,1849.37,15,39,12,41,2026-05-05,3,No
CUST00959,51,Female,Rebeccafurt,Standard,1926.12,114,148,19,45,2025-08-10,5,No
CUST00960,65,Male,Russellside,Premium,458.63,22,196,4,25,2026-03-28,5,Yes
CUST00961,51,Female,Lake Victoria,Basic,61.03,66,185,0,9,2025-08-18,3,Yes
CUST00962,39,Male,Randallview,Standard,1030.13,34,165,20,44,2026-01-16,9,No
CUST00963,70,Male,West Danielberg,Standard,1206.76,117,84,10,1,2025-07-25,9,No
CUST00964,50,Female,Parkerview,Basic,1709.91,74,127,15,53,2025-08-01,4,No
CUST00965,23,Male,North Heatherborough,Basic,1007.19,56,152,0,56,2025-12-22,1,Yes
CUST00966,59,Female,Port Williamton,Premium,1042.18,11,29,18,32,2026-05-11,8,No
CUST00967,20,Female,Smithbury,Premium,1746.66,36,172,3,38,2026-06-01,10,No
CUST00968,47,Male,Lake Douglas,Basic,154.88,23,21,7,54,2025-12-23,4,Yes
CUST00969,60,Female,Port Richardborough,Premium,707.21,107,34,0,29,2026-01-05,2,No
CUST00970,29,Female,East Kimberly,Standard,1129.63,77,115,11,3,2025-09-18,6,No
CUST00971,35,Male,New Mary,Premium,338.44,73,148,15,31,2026-03-09,3,Yes
CUST00972,46,Male,Phillipshaven,Premium,917.51,24,10,5,6,2025-09-24,9,No
CUST00973,63,Male,North Samuel,Standard,314.28,39,108,9,39,2026-02-28,1,No
CUST00974,28,Male,Johnsonhaven,Premium,1067.16,77,195,8,21,2026-01-02,2,Yes
CUST00975,54,Male,East Stephanieville,Premium,1420.78,114,87,20,28,2025-09-26,2,Yes
CUST00976,55,Male,Acostaville,Standard,786.94,87,64,5,13,2026-04-17,10,Yes
CUST00977,65,Male,Randymouth,Standard,1462.85,26,14,18,59,2025-08-07,6,Yes
CUST00978,45,Female,Port Elizabeth,Premium,418.62,57,25,15,34,2025-11-26,6,Yes
CUST00979,64,Female,Lake Matthewview,Basic,777.75,78,83,10,21,2025-10-08,1,No
CUST00980,26,Female,East Brendahaven,Standard,365.2,54,127,11,37,2025-10-21,5,No
CUST00981,25,Female,Patriciachester,Premium,1972.1,55,164,13,2,2025-08-11,2,Yes
CUST00982,21,Female,North Zachary,Standard,1739.33,38,32,9,0,2025-10-16,6,Yes
CUST00983,55,Female,New Michellefurt,Basic,55.69,55,84,9,17,2025-12-30,7,No
CUST00984,21,Female,Leebury,Premium,1634.18,6,174,16,6,2026-06-18,7,No
CUST00985,50,Male,Lake Edward,Premium,1799.47,37,89,15,34,2026-02-10,8,Yes
CUST00986,43,Male,Port Erika,Premium,387.46,116,27,16,16,2026-02-28,2,No
CUST00987,28,Male,Bassburgh,Basic,1404.59,18,12,8,34,2025-11-30,6,No
CUST00988,44,Female,West Brittanyton,Basic,1889.32,3,94,13,30,2025-11-20,6,No
CUST00989,45,Female,Lake Frank,Basic,946.49,44,155,6,4,2026-03-20,2,No
CUST00990,65,Female,Lake Mariachester,Premium,1828.57,8,38,3,0,2025-10-31,7,No
CUST00991,26,Female,East Brandonchester,Premium,1403.64,76,189,13,49,2026-04-13,5,No
CUST00992,57,Male,New Jessica,Basic,440.24,24,68,2,0,2026-05-20,4,Yes
CUST00993,49,Male,Morganburgh,Standard,923.76,2,79,19,54,2026-04-13,4,No
CUST00994,64,Male,Kaylachester,Standard,1809.41,41,175,13,21,2025-07-31,10,No
CUST00995,57,Female,Rhondafort,Standard,1662.81,119,28,17,51,2026-05-15,9,No
CUST00996,43,Male,Jenningsfurt,Premium,1949.96,53,26,18,44,2026-04-09,4,Yes
CUST00997,66,Male,West Michaelberg,Premium,835.11,61,58,8,57,2025-09-06,6,No
CUST00998,34,Male,Lake John,Premium,1402.2,88,141,1,10,2025-09-12,4,Yes
CUST00999,56,Female,Hernandezberg,Premium,1329.24,20,2,20,26,2025-12-17,6,No
CUST01000,42,Female,Millerside,Basic,644.03,18,178,2,51,2026-04-27,10,No
CUST01001,25,Female,Lynchport,Standard,883.2,79,200,5,8,2026-05-15,1,No
CUST01002,57,Female,Lake Greggfurt,Premium,161.5,96,155,5,5,2025-08-22,10,No
CUST01003,44,Female,New Jessicaport,Basic,1836.44,21,45,7,51,2025-10-30,8,No
CUST01004,68,Female,Richardfurt,Premium,1750.98,72,32,10,46,2025-07-19,3,No
CUST01005,33,Female,South Jonathan,Basic,1075.77,17,169,6,55,2025-10-22,2,Yes
CUST01006,69,Female,South Kellyland,Standard,91.84,94,10,6,12,2025-08-13,1,Yes
CUST01007,58,Male,Baxterborough,Basic,1588.46,15,53,7,56,2026-03-29,1,Yes
CUST01008,30,Male,North Philip,Basic,111.17,41,57,10,22,2025-10-06,5,No
CUST01009,45,Female,Port Jon,Basic,512.21,117,113,5,1,2026-02-24,8,Yes
CUST01010,50,Female,Carlsonhaven,Premium,674.55,88,191,1,10,2025-06-29,6,No
CUST01011,75,Male,Ashleyborough,Standard,1245.65,96,118,5,24,2026-04-09,8,No
CUST01012,48,Female,Lake Johnmouth,Basic,1245.94,7,67,20,56,2025-11-14,5,Yes
CUST01013,38,Male,Gilmorestad,Basic,801.55,78,189,5,47,2026-03-20,8,No
CUST01014,69,Male,West Megantown,Premium,202.45,31,94,7,49,2025-09-14,6,No
CUST01015,50,Female,North Jessicaborough,Premium,1452.35,33,62,14,50,2025-07-17,4,Yes
CUST01016,35,Female,North Leahstad,Standard,143.95,76,79,0,40,2026-03-31,3,No
CUST01017,28,Female,Johnsonburgh,Premium,734.7,92,189,9,46,2025-12-30,1,No
CUST01018,32,Female,Garciaside,Basic,597.01,14,32,11,22,2025-09-06,3,No
CUST01019,28,Female,North Sarah,Standard,1981.1,21,76,11,49,2025-11-27,9,Yes
CUST01020,39,Male,New Jeffreyview,Premium,1744.45,43,39,5,26,2025-11-19,4,Yes
CUST01021,24,Female,Port Jamesshire,Basic,1988.17,85,153,9,36,2026-03-02,10,No
CUST01022,61,Female,Lake Wendyfort,Premium,962.2,83,188,19,10,2025-11-21,1,No
CUST01023,56,Female,Port Jasonburgh,Standard,642.66,77,198,0,39,2026-03-09,2,Yes
CUST01024,55,Female,South Ruthville,Basic,1146.66,7,66,1,15,2025-10-14,7,No
CUST01025,31,Female,Sarahtown,Premium,564.0,1,147,15,57,2025-12-15,1,Yes
CUST01026,68,Female,Port Brandonstad,Standard,101.43,32,93,13,26,2026-01-26,10,No
CUST01027,65,Female,Port Joseph,Standard,1374.74,40,159,2,6,2025-10-01,8,Yes
CUST01028,69,Female,Diazborough,Premium,1029.12,66,65,14,26,2026-04-05,5,No
CUST01029,67,Female,Roseton,Standard,386.26,60,47,13,30,2026-05-12,7,No
CUST01030,49,Male,Port Melissaberg,Basic,1797.19,89,163,4,2,2026-06-18,7,No
CUST01031,21,Female,Lake Joanna,Premium,94.87,76,153,5,56,2025-11-28,3,Yes
CUST01032,34,Male,West Dwaynechester,Basic,1371.25,61,106,12,41,2026-04-19,10,No
CUST01033,70,Male,Robbinsstad,Basic,612.23,56,168,10,16,2026-02-28,8,No
CUST01034,69,Male,East Debra,Basic,809.94,16,125,19,49,2026-05-19,10,No
CUST01035,29,Female,Meganshire,Premium,1722.99,47,7,2,15,2026-02-25,4,No
CUST01036,34,Female,New Frank,Premium,588.78,9,200,0,12,2026-04-23,7,No
CUST01037,27,Male,Stephaniestad,Basic,1527.56,28,123,11,57,2025-12-28,2,No
CUST01038,70,Female,West Jacobstad,Standard,302.38,88,61,10,6,2025-09-10,9,No
CUST01039,41,Male,North Robert,Premium,256.67,51,90,13,51,2025-12-24,10,No
CUST01040,42,Male,Perezmouth,Basic,102.61,23,200,6,4,2026-04-02,1,No
CUST01041,59,Female,West Joshua,Standard,926.41,50,53,7,60,2025-07-25,6,No
CUST01042,26,Male,Lake Jeffreyfort,Basic,984.31,87,154,19,29,2025-12-10,7,Yes
CUST01043,70,Male,South Meredith,Standard,712.24,115,103,3,5,2025-09-30,10,No
CUST01044,54,Female,Joshuashire,Premium,697.19,10,25,2,54,2025-07-13,7,Yes
CUST01045,33,Female,East Cody,Standard,1533.51,79,28,13,22,2025-07-05,1,No
CUST01046,41,Male,Kellybury,Premium,1374.47,1,173,16,52,2026-01-18,1,No
CUST01047,35,Male,Pamelatown,Basic,132.08,4,6,0,4,2026-04-20,2,Yes
CUST01048,57,Male,Port Gregoryside,Premium,1055.72,21,124,20,53,2025-07-22,6,Yes
CUST01049,55,Female,Ronaldtown,Standard,894.65,18,35,14,35,2025-12-05,5,No
CUST01050,38,Male,Michaelshire,Premium,54.44,19,26,0,21,2026-02-13,8,Yes
CUST01051,37,Male,North Cynthiafort,Premium,1118.16,71,24,9,7,2025-10-01,7,No
CUST01052,31,Male,Alexside,Standard,1743.57,38,45,8,31,2025-07-15,4,No
CUST01053,47,Male,Taylorchester,Premium,921.3,106,47,12,21,2026-06-02,8,No
CUST01054,72,Male,Smithborough,Standard,286.56,37,31,19,49,2025-07-03,1,No
CUST01055,21,Male,Ryanport,Basic,1966.54,101,30,20,53,2026-03-18,5,No
CUST01056,59,Male,East Jason,Basic,1214.08,106,190,13,46,2025-09-19,4,No
CUST01057,23,Male,South Justin,Premium,1983.15,14,61,14,42,2025-11-25,3,Yes
CUST01058,71,Male,Karenfort,Standard,1610.84,67,84,1,34,2026-01-05,3,No
CUST01059,60,Female,South Carla,Premium,755.59,61,17,4,12,2025-11-03,1,No
CUST01060,69,Female,Lake Richardshire,Basic,1320.47,69,53,20,3,2025-12-07,1,Yes
CUST01061,30,Male,Mirandaville,Premium,562.16,29,2,17,36,2025-12-01,8,No
CUST01062,36,Female,Christinemouth,Basic,141.97,23,72,15,51,2026-06-05,1,Yes
CUST01063,71,Female,Port Zachary,Basic,748.34,44,129,2,2,2025-06-24,4,Yes
CUST01064,25,Female,Lake Christina,Standard,1790.06,68,161,18,47,2025-12-04,10,No
CUST01065,27,Male,Mccormickmouth,Premium,1493.39,45,54,5,26,2025-09-01,6,Yes
CUST01066,30,Female,North Nicolefurt,Premium,590.77,36,108,11,60,2026-03-01,8,No
CUST01067,60,Female,Geraldfort,Standard,1326.43,61,71,20,26,2026-06-06,2,Yes
CUST01068,71,Female,Meghanberg,Premium,1829.68,76,18,7,37,2026-02-27,1,No
CUST01069,20,Female,South Cameronberg,Standard,1681.51,113,146,19,54,2025-09-15,9,No
CUST01070,66,Male,Hancockberg,Premium,185.68,39,160,15,30,2026-03-14,8,No
CUST01071,62,Female,Grantmouth,Standard,675.43,9,66,11,9,2025-10-14,5,No
CUST01072,41,Female,North Megan,Premium,1450.49,45,139,1,27,2026-05-21,9,No
CUST01073,46,Female,East Melindachester,Premium,1142.0,48,46,11,8,2026-06-06,8,No
CUST01074,22,Female,North Sarah,Basic,1246.22,89,95,16,4,2025-07-25,5,No
CUST01075,50,Female,South Samuelshire,Basic,710.66,94,20,7,12,2025-12-27,10,No
CUST01076,28,Female,East Alexismouth,Premium,246.74,17,38,15,45,2026-05-06,4,No
CUST01077,26,Male,Lake Lisahaven,Standard,322.49,67,187,0,22,2026-03-12,3,Yes
CUST01078,20,Male,North Jimmyborough,Basic,1576.23,68,175,4,10,2026-01-27,4,Yes
CUST01079,22,Male,Susanstad,Basic,268.24,13,118,15,12,2025-10-24,7,No
CUST01080,20,Male,North Sarah,Basic,1127.53,80,199,13,23,2025-10-07,3,No
CUST01081,29,Male,Jameshaven,Basic,1535.18,25,32,15,22,2025-09-28,7,No
CUST01082,32,Male,East Thomas,Standard,1979.78,102,5,3,48,2025-10-06,5,No
CUST01083,54,Male,East Michaelville,Standard,1291.65,8,168,3,24,2026-05-24,7,No
CUST01084,75,Male,Lake Brittany,Basic,1622.94,46,89,2,9,2026-05-28,7,No
CUST01085,24,Male,Staceyburgh,Standard,747.26,105,178,19,26,2025-11-27,2,Yes
CUST01086,20,Female,West Katherineview,Standard,1929.45,40,119,2,58,2025-09-01,8,No
CUST01087,42,Male,Richardshire,Standard,1467.88,74,173,0,7,2026-02-20,1,Yes
CUST01088,61,Male,Lake Juliaton,Premium,831.43,41,58,11,1,2025-09-23,4,Yes
CUST01089,41,Male,South Sandraland,Standard,782.34,51,187,0,45,2025-09-15,1,No
CUST01090,48,Male,Lake Matthewborough,Standard,1735.91,102,13,1,55,2025-07-15,10,No
CUST01091,65,Female,Jordanbury,Premium,1186.28,15,70,3,17,2026-04-21,6,No
CUST01092,34,Female,Robbinsland,Standard,1409.28,56,60,5,1,2025-08-19,7,No
CUST01093,46,Female,West Margaret,Standard,1543.66,25,163,7,56,2026-01-15,8,No
CUST01094,18,Male,Mitchellburgh,Standard,11.03,28,150,2,46,2026-03-23,3,Yes
CUST01095,48,Male,Rebeccaport,Basic,671.99,116,166,15,45,2025-08-05,8,No
CUST01096,24,Male,New Sharonfort,Standard,841.62,104,50,5,52,2026-01-12,4,No
CUST01097,75,Male,South Mariomouth,Premium,1525.17,58,22,18,26,2026-03-25,9,Yes
CUST01098,70,Male,Danielville,Premium,512.01,29,38,9,6,2025-07-17,4,No
CUST01099,63,Female,Lake Jordan,Premium,160.86,70,72,11,16,2025-09-12,6,No
CUST01100,37,Female,Port Joanneside,Basic,1598.28,64,168,0,34,2025-07-27,3,Yes
CUST01101,45,Female,Montoyaborough,Premium,400.98,26,22,20,10,2025-07-21,4,Yes
CUST01102,40,Female,Brownburgh,Standard,1640.7,6,183,16,19,2026-05-17,4,Yes
CUST01103,71,Male,Seanchester,Premium,896.41,80,90,4,29,2026-06-20,6,No
CUST01104,34,Male,Gregoryberg,Standard,1346.9,99,170,17,32,2025-10-21,2,Yes
CUST01105,32,Female,Andersenbury,Premium,1776.22,88,42,18,42,2026-05-31,8,No
CUST01106,20,Male,Samuelview,Standard,917.44,51,72,7,32,2025-12-22,10,No
CUST01107,32,Female,Alvarezhaven,Basic,1994.93,12,189,15,5,2026-02-26,5,Yes
CUST01108,70,Male,Tracimouth,Basic,320.51,110,109,15,39,2026-01-06,1,Yes
CUST01109,74,Female,Port Cynthiafurt,Standard,709.21,59,22,0,47,2026-05-29,7,Yes
CUST01110,24,Male,Khanmouth,Basic,1373.14,79,181,4,28,2025-09-01,9,No
CUST01111,65,Male,New Melissafort,Standard,1366.55,17,200,11,58,2025-07-22,10,No
CUST01112,64,Male,Lake Sethbury,Standard,1784.31,33,198,0,31,2025-10-11,10,No
CUST01113,39,Female,West Joshua,Premium,715.66,102,154,5,48,2025-09-30,1,No
CUST01114,37,Male,Lake Paulberg,Premium,42.65,75,146,13,54,2025-10-24,2,No
CUST01115,33,Male,Robertside,Basic,923.79,114,87,10,13,2026-06-03,4,No
CUST01116,58,Female,New Tyler,Basic,123.9,114,67,4,50,2025-11-22,9,No
CUST01117,27,Male,North Brady,Premium,658.74,116,48,2,21,2026-03-04,6,No
CUST01118,45,Female,Ramirezfort,Standard,554.9,26,154,0,0,2026-04-06,8,Yes
CUST01119,64,Male,Evanston,Premium,1306.45,78,23,14,45,2025-11-15,9,Yes
CUST01120,38,Female,Danaport,Standard,767.0,119,160,13,24,2025-11-02,1,Yes
CUST01121,59,Female,West Denise,Basic,813.88,118,154,18,32,2026-03-27,3,Yes
CUST01122,22,Female,South Robert,Standard,1114.58,112,161,12,12,2026-04-23,1,Yes
CUST01123,65,Female,Port Gabriel,Standard,1450.51,80,59,8,32,2025-10-02,5,No
CUST01124,43,Male,South Danielton,Premium,1479.12,13,37,15,56,2025-11-15,10,Yes
CUST01125,33,Male,Christopherchester,Premium,1833.61,110,91,9,18,2026-03-26,5,No
CUST01126,60,Female,Carpenterville,Basic,38.6,22,82,19,28,2025-08-02,8,Yes
CUST01127,72,Female,Ingramland,Basic,1474.15,74,200,1,31,2026-04-11,3,Yes
CUST01128,37,Female,Kariton,Standard,906.08,67,90,16,22,2025-08-17,5,Yes
CUST01129,55,Male,East Lisaville,Premium,1821.64,30,123,11,14,2025-12-12,9,Yes
CUST01130,22,Male,South Marcusmouth,Standard,1391.38,116,97,5,1,2025-09-14,2,Yes
CUST01131,59,Male,Johnborough,Premium,390.04,10,77,11,1,2026-06-08,8,Yes
CUST01132,24,Male,Thomasmouth,Basic,1035.93,99,155,0,22,2026-01-31,8,No
CUST01133,38,Female,Chloefort,Premium,570.77,19,183,18,26,2026-03-13,10,No
CUST01134,69,Male,Muellertown,Premium,552.63,18,164,8,11,2026-06-15,10,No
CUST01135,59,Male,West Angelafurt,Standard,803.26,44,187,2,19,2025-09-29,5,No
CUST01136,24,Male,Port Stevenmouth,Standard,1990.18,96,36,19,42,2026-01-11,8,Yes
CUST01137,39,Female,Danielview,Standard,1540.9,10,161,16,16,2026-02-07,3,Yes
CUST01138,40,Male,East Stephanieville,Basic,530.13,71,33,11,41,2026-01-01,3,Yes
CUST01139,34,Male,Port Adrian,Basic,1227.57,93,113,12,29,2026-05-21,2,Yes
CUST01140,21,Male,Lake Patrick,Standard,1780.74,5,76,17,8,2025-09-16,9,Yes
CUST01141,70,Male,Davisburgh,Standard,91.76,66,3,8,27,2026-04-29,4,No
CUST01142,72,Male,Sarahfurt,Standard,643.15,101,22,10,40,2026-02-27,9,No
CUST01143,67,Female,West Michelletown,Premium,383.29,87,5,18,11,2026-02-28,7,No
CUST01144,44,Female,Alanmouth,Premium,1379.81,38,71,16,21,2025-12-07,6,No
CUST01145,59,Male,Allisonchester,Basic,639.1,111,61,19,36,2025-12-16,5,No
CUST01146,74,Female,Garrettbury,Basic,1146.09,119,142,10,2,2026-01-01,3,Yes
CUST01147,47,Male,New Alicia,Standard,348.81,63,70,20,8,2025-12-06,4,Yes
CUST01148,39,Male,Franklinville,Premium,794.74,114,118,16,39,2025-10-09,6,Yes
CUST01149,39,Female,Weaverstad,Standard,284.22,21,154,7,57,2026-01-07,4,Yes
CUST01150,60,Male,New Karenmouth,Standard,1527.92,32,178,20,20,2025-10-26,7,No
CUST01151,50,Female,Johnfort,Premium,1879.76,79,11,5,19,2025-11-16,1,Yes
CUST01152,56,Female,Lake Josephfort,Basic,447.77,72,187,7,44,2025-07-06,9,No
CUST01153,69,Female,South Christina,Standard,1924.13,105,134,9,27,2026-03-14,1,No
CUST01154,60,Female,New Louis,Basic,1463.97,12,104,1,17,2025-12-12,1,Yes
CUST01155,63,Female,Phillipston,Standard,1240.27,63,124,12,31,2025-11-01,10,Yes
CUST01156,29,Female,East Jeff,Premium,1422.11,96,94,2,45,2026-04-21,7,No
CUST01157,66,Male,Lake Omar,Premium,756.97,29,150,0,39,2026-04-16,1,Yes
CUST01158,66,Female,Heatherview,Basic,236.98,1,73,6,33,2026-01-12,3,Yes
CUST01159,55,Male,Christophertown,Basic,435.55,79,12,6,57,2026-03-23,9,No
CUST01160,41,Male,Hillland,Basic,224.59,2,145,1,2,2025-09-21,4,Yes
CUST01161,53,Female,Nathanielhaven,Premium,1685.66,112,200,16,8,2026-01-22,5,No
CUST01162,26,Female,Chenmouth,Basic,698.12,31,23,2,44,2025-11-16,9,No
CUST01163,41,Female,Richardschester,Premium,1203.75,10,51,1,27,2026-02-04,1,No
CUST01164,48,Male,Youngshire,Basic,909.46,105,74,6,20,2025-09-02,7,No
CUST01165,57,Female,Smithborough,Premium,1369.12,116,196,13,20,2026-02-15,2,No
CUST01166,36,Male,Carterbury,Basic,1218.1,98,45,1,11,2026-03-14,9,No
CUST01167,52,Female,East Kimberlybury,Premium,175.2,32,42,12,58,2025-12-25,10,Yes
CUST01168,50,Male,Brandyside,Premium,1432.51,91,34,0,37,2026-04-21,5,No
CUST01169,21,Male,South Douglas,Premium,691.53,72,118,10,4,2025-06-22,8,No
CUST01170,20,Male,Tinabury,Premium,1756.3,27,86,4,59,2026-02-08,1,No
CUST01171,37,Female,East Tiffany,Standard,1153.38,116,193,6,12,2026-05-21,10,No
CUST01172,71,Male,Juliemouth,Basic,1022.03,65,79,10,8,2025-07-23,2,No
CUST01173,18,Male,Richardfort,Premium,319.66,1,117,6,14,2026-04-20,5,No
CUST01174,60,Female,Huntfurt,Premium,1692.66,67,37,7,58,2026-01-26,2,No
CUST01175,53,Male,Cooperland,Standard,717.67,120,69,18,42,2025-09-15,4,Yes
CUST01176,71,Male,North Krystalland,Premium,1206.35,39,200,15,52,2026-01-07,4,No
CUST01177,68,Female,West Kurttown,Basic,675.55,99,7,17,21,2026-04-05,3,No
CUST01178,46,Male,New William,Basic,837.48,81,121,4,18,2025-06-28,8,No
CUST01179,31,Female,Juliachester,Basic,749.2,54,92,3,44,2026-03-09,7,Yes
CUST01180,58,Female,Roblesshire,Basic,185.24,45,125,10,28,2026-02-11,6,No
CUST01181,25,Male,East Jenniferburgh,Standard,1589.57,51,41,17,10,2025-07-16,9,No
CUST01182,59,Female,Diazborough,Premium,1704.02,1,17,0,52,2025-09-24,3,Yes
CUST01183,41,Female,Port Glenn,Standard,1900.32,78,4,12,23,2025-09-27,5,No
CUST01184,32,Female,North Meghanmouth,Basic,241.74,24,6,19,43,2026-01-24,8,Yes
CUST01185,34,Male,Nelsonmouth,Basic,1317.5,84,139,6,28,2026-01-27,1,Yes
CUST01186,68,Female,North Andrew,Standard,949.84,43,199,12,5,2026-02-26,6,No
CUST01187,33,Male,South Anthony,Standard,1809.86,38,143,17,10,2026-01-04,2,Yes
CUST01188,25,Male,West Christopher,Basic,466.33,100,175,15,33,2025-11-27,5,No
CUST01189,73,Female,Nelsonshire,Basic,1429.68,15,34,20,59,2025-12-13,5,No
CUST01190,20,Male,North Lisa,Standard,99.43,98,85,1,49,2025-08-14,6,No
CUST01191,69,Male,South Angela,Premium,73.14,28,47,8,57,2025-11-03,3,Yes
CUST01192,34,Male,Christopherton,Premium,391.4,66,74,16,50,2026-06-10,2,Yes
CUST01193,54,Female,North Wendy,Standard,1112.52,38,147,16,5,2026-03-17,9,No
CUST01194,57,Female,Annaville,Premium,963.19,18,97,6,16,2026-04-09,2,No
CUST01195,75,Male,New Patrickbury,Standard,875.05,114,51,11,23,2025-10-26,8,No
CUST01196,35,Male,North Phillip,Premium,770.27,5,144,5,12,2026-01-17,2,No
CUST01197,54,Female,New Catherineville,Standard,1080.54,118,195,7,47,2025-10-19,3,No
CUST01198,23,Male,East Donaldfurt,Basic,1979.56,34,156,5,30,2026-06-17,10,No
CUST01199,47,Male,New Jessicabury,Basic,1358.95,4,164,13,17,2025-09-27,3,Yes
CUST01200,71,Female,Meghanton,Basic,1761.74,5,59,6,42,2025-08-19,1,No
